names	cluster
MST1R	1
YES1	1
TYRO3	4
FGR	6
SRC	6
ATR	6
FLT1	5
LYN	2
PRKCD	1
SYK	6
MAP4K1	1
PDGFRB	3
PIK3CA	6
PHKG1	6
PHKG2	2
PDGFRA	6
EIF2AK2	5
ARAF	5
MAP2K1	1
RPS6KA4	4
KSR2	5
ABL1	4
ZAP70	5
PTK2B	1
MAP2K2	2
MAPK1	5
RPS6KA1	5
DYRK1B	2
PRKCA	1
MYLK	1
BMPR2	1
PRKCB	3
MAPK6	5
GSK3B	1
PDPK1	6
HK2	2
PRKCE	3
PIK3CB	1
MARK4	6
PRKCG	1
IRAK1	1
PRKCZ	3
MAP2K5	6
DAPK3	1
PKM	2
MARK2	1
BTK	3
PRKCQ	3
OBSCN	6
TTN	6
MOS	6
DDR2	2
MATK	3
TXK	3
EPHB2	5
PRKACA	6
GUCY2C	1
MAPK15	1
AMHR2	5
TGFBR1	5
ACVRL1	2
BMPR1B	6
MAP3K20	6
TGFBR2	2
CHUK	6
MAP3K8	1
MAP2K4	3
KDR	6
NTRK1	1
NTRK3	2
MAPK3	5
BRSK1	4
WEE1	6
RPS6KA3	1
STK11	1
PRKCI	5
MAP3K11	1
MAP2K7	6
IKBKB	6
PTK2	2
MAP3K10	7
MAP2K6	3
MAPK14	6
MAP2K3	3
MAPKAPK5	6
MAP3K12	1
MARK3	3
STK39	5
RYK	2
EPHB3	5
PLK4	6
TEC	6
TRIO	5
BMPR1A	4
MAPK8	6
PRKDC	6
ATM	6
CAMK2G	6
PKN1	6
MAP3K7	1
MAP3K2	2
MAPK12	6
MAPK13	5
CDC42BPA	1
LIMK1	5
LATS1	5
MAPK9	2
MAPK10	5
RPS6KA2	1
TRIM24	3
TRIM28	1
MKNK1	2
LIMK2	5
RPS6KA5	6
RPS6KB1	5
STRADA	2
ILK	2
BUB1B	2
MAP3K4	6
MAP3K3	6
MAP3K5	1
ERN1	3
MAPK7	1
SGK1	6
PKN2	5
OXSR1	5
PAK1	6
MAP3K14	4
MAPK11	5
NEK6	5
CAMKK1	1
PDK2	4
CHEK1	1
TLK1	3
EIF2AK3	2
RIPK1	1
CHEK2	2
SGK2	6
SGK3	7
RPS6KB2	6
PRKCH	1
PRKD1	6
CASK	6
CSNK2A2	6
MAST2	2
STK36	6
CDK9	1
TLK2	1
BRSK2	2
AKT1	1
GRK2	3
STRADB	6
PLK1	6
ACVR1	1
NEK8	3
NUAK2	3
AURKB	6
CDK4	1
STK35	1
CDK6	2
CDKL1	2
CSNK1A1	6
DAPK2	2
EIF2AK4	5
IGF1R	1
ITK	2
MYO3A	3
TSSK4	6
RAF1	2
STK3	1
STK4	6
LATS2	1
EGFR	6
FGFR1	2
FLT4	6
BRD2	2
NME1	1
NME4	3
CLK2	3
CLK3	1
KALRN	5
EPHA4	5
FGFR2	1
FGFR3	5
FYN	3
MET	1
ERBB4	1
EPHA2	1
KIT	6
HCK	3
INSR	7
JAK2	2
JAK1	1
LCK	1
WNK1	6
PIK3CG	5
TYK2	3
PAK4	1
PAK2	1
FES	2
JAK3	6
RIPK2	3
PIP5K1B	6
PIP4K2B	1
PIP5K1A	1
PIP5K1C	6
PIP4K2A	1
PIP4K2C	5
ROCK1	1
TBK1	6
ACVR2A	1
EEF2K	6
DAPK1	1
SGK196	5
CDC7	6
CDK5	6
ERBB3	6
CAMK2B	3
CAMK2D	2
WNK4	6
CSK	5
KSR1	6
PIK3C2A	5
ERBB2	1
NEK11	6
NEK2	5
PDK1	5
CAMK2A	1
CSF1R	5
EPHA8	1
ABL2	2
MERTK	5
TNK2	5
GSK3A	6
FER	1
HIPK3	1
AKT2	1
PAK3	3
PRKAA1	6
DMPK	3
PBK	1
IKBKE	5
ROCK2	2
LRRK1	1
STK24	1
STK25	6
PASK	2
STK16	6
TTBK1	6
TTBK2	1
NEK7	2
SNRK	5
CSNK2A1	2
LMTK2	1
CDK2	6
MAP3K1	5
PIK3CD	6
PAK6	3
PI4KA	1
ACVR1B	2
EPHA3	6
BRD4	5
TAOK3	1
CDKL5	3
PFKL	6
MYLK2	2
TRIB3	5
AATK	1
EPHB4	5
BMX	6
PIM1	1
KHK	1
PDXK	3
MELK	3
SLK	3
ROR1	1
VRK1	6
VRK3	1
PI4K2B	3
PGK1	2
STK26	6
BRAF	6
PRKD2	6
BLK	6
CSNK1D	2
CSNK1E	1
CDK7	1
PTK6	1
SIK3	5
EPHB1	1
ALK	1
GAK	6
EPHA1	2
CDC42BPB	2
TAOK1	6
CAMKK2	6
MAP4K5	2
MAST1	3
PRKAA2	1
ULK1	1
BUB1	6
HIPK2	1
DYRK1A	6
SRPK1	2
SRPK2	6
NUAK1	5
TESK1	5
RIOK3	1
IRAK3	1
SIK2	6
CDK1	6
PRKG1	5
SIK1	4
MTOR	1
STK38	7
TTK	6
NRBP1	6
RPS6KA6	4
PIM2	1
MOK	3
AURKA	1
DYRK2	3
CDK13	6
CKM	2
CDK20	6
MAK	1
CDK19	3
CDK8	2
IRAK4	2
MLKL	6
RIPK3	6
PRKACB	6
LRRK2	6
RIOK1	6
PINK1	2
HK1	4
ICK	3
GRK5	1
BMP2K	2
MAP4K4	1
HASPIN	5
TEK	2
MAPK4	1
PFKP	6
NME2	5
HIPK4	5
DYRK4	2
FRK	4
DCLK3	6
PRKACG	6
CDKL3	6
NLK	1
MKNK2	6
AURKC	3
CDK16	6
CDK3	7
SRPK3	7
