names	cluster
PAK1	13
ERBB2	2
MST1R	10
YES1	16
TYRO3	16
LYN	18
KIT	9
PRKCA	17
SRC	1
MATK	18
TEC	12
FGR	6
SYK	15
PTK2	3
KDR	13
FLT1	21
ATR	13
TYK2	9
PRKCD	16
BTK	10
PRKCQ	18
PRKDC	3
PTK2B	13
PIK3CG	3
MAPK3	12
MAP4K1	13
PDGFRB	4
PIK3CA	1
PFKM	3
PFKL	17
PHKG1	19
PHKG2	5
PDGFRA	3
EIF2AK2	10
MAP3K5	1
IKBKB	6
MAPK1	18
MAP2K1	4
ARAF	13
RPS6KA2	9
MAP3K4	18
RPS6KA4	16
TRIB1	1
KSR2	8
EPHA8	18
EPHA2	15
ABL1	9
ZAP70	13
PRKCE	15
NTRK3	4
RPS6KA3	9
MAPK14	10
MAP2K2	4
RPS6KA1	8
NEK2	9
DYRK1B	8
MKNK2	7
MAPKAPK5	2
MKNK1	9
PRKCZ	10
MYLK	12
GSK3A	18
PRKCB	16
BMPR2	13
MAPK6	19
GSK3B	8
PDPK1	21
RIPK4	10
HK2	8
PIK3CB	12
PRKD1	4
AKT3	6
PRKCG	5
MARK4	3
IRAK1	20
MAP2K5	7
DAPK3	12
PKM2	16
MET	1
RET	13
MAPK8	21
MARK2	20
ITK	1
BMX	7
PKN1	1
MAP2K6	2
MAPK12	4
OBSCN	12
TTN	14
WEE1	12
CSNK2A1	8
NTRK1	13
EPHB2	1
MAP4K5	5
PAK2	1
ATM	16
MOS	10
DDR2	16
PRKCI	16
TXK	4
PRKACA	3
GUCY2C	9
MAPK15	16
ERBB4	6
ERBB3	10
PTK6	19
TGFBR2	23
TGFBR1	2
AMHR2	10
ACVRL1	15
BMPR1B	7
ZAK	10
CHUK	12
MAP3K8	23
MAP2K4	8
MAP3K14	16
BRSK1	21
STK11	2
SMG1	13
IRAK2	18
IRAK3	23
IRAK4	12
LCK	8
AXL	1
PBK	9
MAP3K12	11
MAP3K11	2
MAP2K7	15
MAP4K2	18
MAP3K10	18
JAK3	2
TIE1	10
TEK	18
ADRBK1	21
